index,valid,input_type,proposed_num_steps,proposed_functions,shortest_subsequence_num_steps,shortest_subsequence_functions,no_op_steps,revisits_state,exact_status,verified_shortest_num_steps,search_complete,certified_depth,search_stop_reason,search_states,search_transitions
486,True,dict,5,"dict_values, list_sorted, list_sorted, list_reverse, list_median",2,"dict_values, list_median",2,True,not_selected,,,,,,
487,True,list,5,"list_sorted, list_unique, list_median, f_abs, f_square",2,"list_median, f_square",1,True,not_selected,,,,,,
488,True,str,5,"is_digit, bool_to_int, int_bit_length, is_odd, bool_to_int",2,"is_digit, bool_to_int",1,True,not_selected,,,,,,
489,True,range,5,"range_length, int_to_str, title, endswith_z, bool_to_float",4,"range_length, int_to_str, endswith_z, bool_to_float",1,True,not_selected,,,,,,
490,True,bool,5,"bool_to_int, half, inc, neg, abs",3,"bool_to_int, half, inc",0,True,not_selected,,,,,,
491,True,float,5,"f_square, f_square, f_square, f_square, f_round",5,"f_square, f_square, f_square, f_square, f_round",0,False,not_selected,,,,,,
492,True,bytes,5,"bytes_is_ascii, bool_to_str, str_reverse_words, upper, str_is_palindrome",3,"bytes_is_ascii, bool_to_str, str_is_palindrome",1,True,not_selected,,,,,,
493,True,float,5,"f_round, square, int_bit_length, abs, int_is_power_of_two",3,"f_round, square, int_is_power_of_two",1,True,not_selected,,,,,,
494,True,str,5,"strip, is_alpha, bool_identity, bool_to_int, is_positive",1,is_alpha,2,True,not_selected,,,,,,
495,True,int,5,"mod2, abs, double, is_even, bool_to_int",3,"double, is_even, bool_to_int",1,True,not_selected,,,,,,
496,True,list,5,"list_length, is_odd, bool_to_str, str_is_palindrome, bool_identity",4,"list_length, is_odd, bool_to_str, str_is_palindrome",1,True,not_selected,,,,,,
497,True,list,5,"list_sum, square, inc, square, is_odd",3,"list_sum, inc, is_odd",0,False,not_selected,,,,,,
498,True,list,5,"list_tail, list_max, inc, int_to_float, f_floor",2,"list_max, inc",0,True,not_selected,,,,,,
499,True,list,5,"list_max, inc, neg, int_is_power_of_two, bool_to_int",4,"list_max, neg, int_is_power_of_two, bool_to_int",0,False,not_selected,,,,,,
